anal_num,bd_number,a_cont_by,a_makedown,a_nv_scor,a_vul_scor,b_cont_by,b_makedown,b_nv_scor,b_vul_scor,nv_imps,vul_imps,nv_netscor,v_netscor,north,east,south,west,n_hcp,e_hcp,s_hcp,w_hcp
1,8298,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:Q94 H:AJ8 D:AJ76 C:AK6,S:J762 H:T76 D:Q2 C:8532,S:AK85 H:542 D:T85 C:Q97,S:T3 H:KQ93 D:K943 C:JT4,19,3,9,9
1,8299,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A987 H:QT7 D:AT4 C:Q43,S:3 H:A652 D:Q876 C:9875,S:QT5 H:K843 D:J92 C:KT2,S:KJ642 H:J9 D:K53 C:AJ6,12,6,9,13
1,8300,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K872 H:J86 D:A72 C:T96,S:94 H:543 D:T865 C:K842,S:QJ3 H:KQT9 D:43 C:AQJ3,S:AT65 H:A72 D:KQJ9 C:75,8,3,15,14
1,8301,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AJ7 H:764 D:Q52 C:JT42,S:984 H:K52 D:J93 C:A876,S:KT5 H:AQJT D:K874 C:K5,S:Q632 H:983 D:AT6 C:Q93,8,8,16,8
1,8302,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T942 H:AJ63 D:KJ6 C:AK,S:AQ6 H:KQ85 D:983 C:Q98,S:85 H:T97 D:AQT5 C:5432,S:KJ73 H:42 D:742 C:JT76,16,13,6,5
1,8303,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AK32 H:AJ43 D:A92 C:98,S:J6 H:Q D:T743 C:AQJ542,S:Q84 H:K652 D:KQJ C:KT3,S:T975 H:T987 D:865 C:76,16,10,14,0
1,8304,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:QT4 H:T6 D:7542 C:QT82,S:A975 H:87432 D:AJT C:4,S:J6 H:KQ95 D:KQ6 C:AK63,S:K832 H:AJ D:983 C:J975,4,9,18,9
1,8305,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:QT4 H:A832 D:AK87 C:75,S:95 H:QJ75 D:T53 C:AT94,S:KJ2 H:K9 D:QJ42 C:QJ86,S:A8763 H:T64 D:96 C:K32,13,7,13,7
1,8306,3N -N,  6,490,690,2N -N,  6,240,240,6,10,250,450,S:KJ6 H:KJ86 D:AQ C:K976,S:Q9875 H:973 D:T953 C:3,S:AT43 H:AT4 D:42 C:AT52,S:2 H:Q52 D:KJ876 C:QJ84,17,2,12,9
1,8307,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:9853 H:Q832 D:AT C:AQ8,S:K2 H:T975 D:K8542 C:T2,S:T74 H:AJ64 D:QJ9 C:KJ5,S:AQJ6 H:K D:763 C:97643,12,6,12,10
1,8308,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AKT H:Q75 D:J872 C:Q72,S:632 H:KJ96 D:Q65 C:A94,S:J7 H:T82 D:AK94 C:KJT5,S:Q9854 H:A43 D:T3 C:863,12,10,12,6
1,8309,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q54 H:KJ43 D:J62 C:AQ4,S:AKJ7 H:Q2 D:T74 C:8763,S:986 H:T75 D:AK83 C:K92,S:T32 H:A986 D:Q95 C:JT5,13,10,10,7
1,8310,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K83 H:KQ86 D:AJ C:Q843,S:A74 H:JT D:7643 C:KJ96,S:JT65 H:A975 D:KQ2 C:72,S:Q92 H:432 D:T985 C:AT5,15,9,10,6
1,8311,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:T932 H:A92 D:QT62 C:K8,S:874 H:Q543 D:J98 C:542,S:K65 H:JT86 D:AK4 C:A76,S:AQJ H:K7 D:753 C:QJT93,9,3,15,13
1,8312,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K9 H:JT92 D:QJ83 C:QJ9,S:T73 H:K863 D:976 C:T65,S:AQ H:AQ74 D:K54 C:8732,S:J86542 H:5 D:AT2 C:AK4,10,3,15,12
1,8313,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AJ9 H:9642 D:KT93 C:93,S:Q742 H:853 D:Q C:T8752,S:T8 H:KQJT D:J854 C:AQ4,S:K653 H:A7 D:A762 C:KJ6,8,4,13,15
1,8314,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AT82 H:52 D:AQJ4 C:AJ6,S:97643 H:JT4 D:K9 C:K93,S:K5 H:A97 D:T763 C:Q852,S:QJ H:KQ863 D:852 C:T74,16,7,9,8
1,8315,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T7 H:QJ93 D:T76 C:AQ65,S:AJ8 H:K642 D:A84 C:K87,S:KQ52 H:A8 D:Q53 C:J432,S:9643 H:T75 D:KJ92 C:T9,9,15,12,4
1,8316,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AJ9 H:K4 D:JT64 C:T732,S:T7642 H:J983 D:K C:J84,S:KQ3 H:T765 D:A975 C:AQ,S:85 H:AQ2 D:Q832 C:K965,9,5,15,11
1,8317,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:Q3 H:A862 D:K75 C:KJ43,S:KJT87 H:K53 D:T82 C:85,S:A2 H:974 D:AJ94 C:A972,S:9654 H:QJT D:Q63 C:QT6,13,7,13,7
1,8318,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:432 H:KT72 D:Q542 C:T5,S:86 H: D:KT63 C:QJ96432,S:AJ9 H:A953 D:A98 C:AK7,S:KQT75 H:QJ864 D:J7 C:8,5,6,20,9
1,8319,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K74 H:A9 D:T987 C:J732,S:A9865 H:K82 D: C:AQT85,S:QJ3 H:QT73 D:AK54 C:K4,S:T2 H:J654 D:QJ632 C:96,8,13,15,4
1,8320,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:742 H:K742 D:T32 C:A64,S:AQJ5 H:J5 D:Q4 C:K7532,S:T86 H:AQT9 D:AK5 C:QT9,S:K93 H:863 D:J9876 C:J8,7,13,15,5
1,8321,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AKQ H:9865 D:AQ74 C:42,S:JT965 H:72 D:953 C:K98,S:8742 H:A43 D:JT8 C:QJT,S:3 H:KQJT D:K62 C:A7653,15,4,8,13
1,8322,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:J6 H:A543 D:T94 C:KQ82,S:A98 H:62 D:QJ8762 C:A5,S:73 H:KQJ7 D:AK53 C:T97,S:KQT542 H:T98 D: C:J643,10,11,13,6
1,8323,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A7 H:AK85 D:JT86 C:A62,S:KQ84 H:T7 D:43 C:KJT94,S:9532 H:QJ3 D:A92 C:Q73,S:JT6 H:9642 D:KQ75 C:85,16,9,9,6
1,8324,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:9863 H:T2 D:876 C:9543,S:KJT5 H:J64 D:A43 C:QJ8,S:AQ42 H:AKQ3 D:KQ9 C:KT,S:7 H:9875 D:JT52 C:A762,0,12,23,5
1,8325,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J87 H:K2 D:AKT3 C:KJ72,S:AQT52 H:JT9875 D:Q C:9,S:964 H:Q3 D:J872 C:A853,S:K3 H:A64 D:9654 C:QT64,15,9,7,9
1,8326,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:7653 H:Q85 D:654 C:K74,S:T42 H:AT D:KQT98 C:QJ8,S:AKQJ H:642 D:AJ3 C:A95,S:98 H:KJ973 D:72 C:T632,5,12,19,4
1,8327,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:976 H:J86 D:AKJ C:A975,S:KQ432 H:KQ D:974 C:J86,S:AT H:A432 D:863 C:QT43,S:J85 H:T975 D:QT52 C:K2,13,11,10,6
1,8328,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AQ H:Q953 D:AQJ7 C:AK8,S:843 H:KT6 D:963 C:JT52,S:KJ75 H:J74 D:K85 C:764,S:T962 H:A82 D:T42 C:Q93,22,4,8,6
1,8329,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:K752 H:AJT D:A63 C:632,S:983 H:43 D:JT8754 C:74,S:AQT6 H:K652 D:Q2 C:KJ8,S:J4 H:Q987 D:K9 C:AQT95,12,1,15,12
1,8330,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:75 H:A965 D:KQ6 C:AQT8,S:A432 H:8732 D:AT98 C:J,S:KQ H:KJT4 D:J74 C:7432,S:JT986 H:Q D:532 C:K965,15,9,10,6
1,8331,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AQ4 H:965 D:KQ94 C:T65,S:3 H:AQ8 D:A8632 C:J982,S:K65 H:KJ32 D:T5 C:AK73,S:JT9872 H:T74 D:J7 C:Q4,11,11,14,4
1,8332,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:T43 H:AK62 D:KQ8 C:QJ7,S:KQ862 H:JT5 D:4 C:K953,S:A7 H:9743 D:J652 C:864,S:J95 H:Q8 D:AT973 C:AT2,15,9,5,11
1,8333,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T632 H:KJ72 D:764 C:T2,S:Q97 H:984 D:KT C:AQ983,S:AK4 H:AT3 D:Q98 C:K765,S:J85 H:Q65 D:AJ532 C:J4,4,11,16,9
1,8334,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:Q953 H:AT7 D:JT C:AK42,S:74 H:9543 D:9542 C:863,S:AJ2 H:KJ86 D:KQ83 C:J5,S:KT86 H:Q2 D:A76 C:QT97,14,0,15,11
1,8335,3N -N,  6,490,690,2N -N,  6,240,240,6,10,250,450,S:Q82 H:864 D:AT96 C:943,S:T43 H:QJ532 D:4 C:AT65,S:AK75 H:AKT D:KQJ7 C:K2,S:J96 H:97 D:8532 C:QJ87,6,7,23,4
1,8336,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AQ92 H:KJ7 D:32 C:AT98,S:43 H:QT5 D:QJ9 C:K7652,S:K76 H:9632 D:AT74 C:J3,S:JT85 H:A84 D:K865 C:Q4,14,8,8,10
1,8337,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AQ7 H:J85 D:JT2 C:AQ97,S:96532 H:A92 D:A4 C:J62,S:JT H:KQ4 D:K853 C:K543,S:K84 H:T763 D:Q976 C:T8,14,9,12,5
1,8338,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:873 H:J863 D:AQ4 C:Q75,S:QJT92 H:5 D:982 C:T963,S:K54 H:AKT2 D:K765 C:AK,S:A6 H:Q974 D:JT3 C:J842,9,3,20,8
1,8339,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:765 H:K93 D:QJ2 C:AKQ8,S:KQ842 H:QT8 D:7 C:9654,S:AT93 H:J52 D:KT84 C:JT,S:J H:A764 D:A9653 C:732,15,7,9,9
1,8340,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:QJT H:9654 D:94 C:QJ82,S:9872 H:T83 D:AK6 C:K64,S:AK54 H:AK D:T852 C:AT9,S:63 H:QJ72 D:QJ73 C:753,6,10,18,6
1,8341,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A65 H:A754 D:A4 C:QJ53,S:KJ8 H:Q86 D:KQ982 C:T2,S:QT32 H:K32 D:J53 C:K86,S:974 H:JT9 D:T76 C:A974,15,11,9,5
1,8342,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:A84 H:QJ75 D:A3 C:T874,S:6 H:832 D:Q86542 C:A65,S:QJ72 H:AKT4 D:KJ C:KJ3,S:KT953 H:96 D:T97 C:Q92,11,6,18,5
1,8343,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K5 H:QJ84 D:KQ7 C:AQ83,S:Q987 H:3 D:A8654 C:965,S:JT32 H:KT92 D:32 C:KJ7,S:A64 H:A765 D:JT9 C:T42,17,6,8,9
1,8344,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQ87 H:96 D:Q953 C:K98,S:T43 H:7543 D:AK6 C:AT6,S:52 H:AKJ8 D:JT8 C:Q732,S:AJ96 H:QT2 D:742 C:J54,10,11,11,8
1,8345,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AQ97 H:AKT6 D:QJ3 C:J8,S:T65 H:85 D:AT98 C:KT72,S:KJ32 H:J7 D:K65 C:Q954,S:84 H:Q9432 D:742 C:A63,17,7,10,6
1,8346,3N -N, -5,-250,-500,2N -N, -4,-200,-400,-2,-3,-50,-100,S:954 H:654 D:AKJ C:AKJ6,S:T3 H:QT32 D:QT965 C:98,S:J87 H:K87 D:843 C:7532,S:AKQ62 H:AJ9 D:72 C:QT4,16,4,4,16
1,8347,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:A743 H:QJT5 D:A82 C:QT,S:2 H:K3 D:KT95 C:A98732,S:K986 H:A94 D:J74 C:K65,S:QJT5 H:8762 D:Q63 C:J4,13,10,11,6
1,8348,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQT H:95 D:A754 C:KT74,S:A6432 H:AKJT D:J C:J63,S:75 H:Q43 D:8632 C:AQ82,S:J98 H:8762 D:KQT9 C:95,12,14,8,6
1,8349,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:A764 H:AT6 D:Q98 C:A62,S:J952 H:J73 D:T65 C:T98,S:KT8 H:K985 D:A2 C:KQ53,S:Q3 H:Q42 D:KJ743 C:J74,14,2,15,9
1,8350,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:KJ43 H:A5 D:AJ4 C:AK93,S:AQ H:QJT6 D:8652 C:T72,S:T87 H:K82 D:KQT7 C:Q64,S:9652 H:9743 D:93 C:J85,20,9,10,1
1,8351,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KQT6 H:AJ6 D:Q83 C:KQ2,S:J9 H:KQ742 D:52 C:AJ74,S:A75 H:T83 D:KJT7 C:T86,S:8432 H:95 D:A964 C:953,17,11,8,4
1,8352,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:9742 H:J32 D:K63 C:AKJ,S:Q H:Q987 D:T542 C:Q842,S:AJT8 H:AK6 D:J8 C:9653,S:K653 H:T54 D:AQ97 C:T7,12,6,13,9
1,8353,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:864 H:T875 D:KT52 C:A9,S:A32 H:QJ D:Q9 C:KQ8754,S:KJ5 H:AK43 D:AJ6 C:JT6,S:QT97 H:962 D:8743 C:32,7,14,17,2
1,8354,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T74 H:KJ97 D:A732 C:T8,S:AK982 H:53 D:JT C:7654,S:QJ6 H:AQT6 D:984 C:KJ9,S:53 H:842 D:KQ65 C:AQ32,8,8,13,11
1,8355,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AT4 H:642 D:Q97 C:KQ42,S:KJ85 H:JT98 D:AJT C:A3,S:Q732 H:AK75 D:K84 C:J5,S:96 H:Q3 D:6532 C:T9876,11,14,13,2
1,8356,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AQ92 H:875 D:A63 C:AT7,S:7543 H:T62 D:J82 C:K98,S:KJ6 H:AQJ3 D:Q754 C:53,S:T8 H:K94 D:KT9 C:QJ642,14,4,13,9
1,8357,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:A863 H:K72 D:542 C:QT9,S:42 H:T43 D:QJ63 C:AKJ6,S:T75 H:AJ65 D:AK87 C:42,S:KQJ9 H:Q98 D:T9 C:8753,9,11,12,8
1,8358,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KQ64 H:J843 D:A8 C:J52,S:AJ8 H:KQ52 D:J32 C:A93,S:T97 H:A7 D:QT96 C:KT84,S:532 H:T96 D:K754 C:Q76,11,15,9,5
1,8359,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQ6 H:92 D:KQJ5 C:Q632,S:T8 H:T653 D:A643 C:J87,S:754 H:QJ84 D:92 C:AK94,S:AJ932 H:AK7 D:T87 C:T5,13,5,10,12
1,8360,3N -N, -5,-250,-500,2N -N, -4,-200,-400,-2,-3,-50,-100,S:Q732 H:T84 D:KQT3 C:QJ,S:AK85 H:975 D:J95 C:A83,S:JT6 H:KQJ3 D:A842 C:92,S:94 H:A62 D:76 C:KT7654,10,12,11,7
1,8361,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AT8 H:7542 D:QT53 C:62,S:9743 H:QT9 D:642 C:K97,S:KQ65 H:K3 D:KJ7 C:AQ43,S:J2 H:AJ86 D:A98 C:JT85,6,5,18,11
1,8362,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T95 H:984 D:AKQ7 C:Q73,S:AQ84 H:AKT53 D:8 C:T96,S:J63 H:QJ7 D:T964 C:AJ2,S:K72 H:62 D:J532 C:K854,11,13,9,7
1,8363,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AQ8 H:T9 D:QJ98 C:Q743,S:K962 H:AQJ6 D:642 C:J9,S:JT75 H:754 D:AT73 C:A6,S:43 H:K832 D:K5 C:KT852,11,11,9,9
1,8364,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K97 H:A72 D:964 C:KQ62,S:854 H:JT98654 D:AQ C:T,S:AJT3 H:KQ D:JT8 C:J987,S:Q62 H:3 D:K7532 C:A543,12,7,12,9
1,8365,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AKQT H:Q96 D:J5 C:AT98,S:7642 H:K7 D:T962 C:K53,S:J83 H:T532 D:AK73 C:64,S:95 H:AJ84 D:Q84 C:QJ72,16,6,8,10
1,8366,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:QT65 H:KQJ D:AJ C:AKJ6,S:32 H:T9732 D:T92 C:Q94,S:KJ87 H:864 D:KQ63 C:75,S:A94 H:A5 D:8754 C:T832,21,2,9,8
1,8367,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K975 H:AK3 D:A52 C:J83,S:Q862 H:8542 D:K3 C:972,S:J3 H:QJT6 D:T74 C:AQ54,S:AT4 H:97 D:QJ986 C:KT6,15,5,10,10
1,8368,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:J762 H:AKQ D:JT54 C:Q7,S:AQ83 H:8 D:A72 C:T9652,S:KT54 H:JT3 D:86 C:AK43,S:9 H:976542 D:KQ93 C:J8,13,10,11,6
1,8369,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:Q652 H:JT7 D:A6 C:AT42,S:T83 H:AKQ96 D:QT92 C:J,S:A974 H:852 D:J73 C:KQ9,S:KJ H:43 D:K854 C:87653,11,12,10,7
1,8370,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QT97 H:86 D:AT3 C:AKQ4,S:K3 H:AQ754 D:752 C:972,S:J854 H:JT32 D:KQ6 C:85,S:A62 H:K9 D:J984 C:JT63,15,9,7,9
1,8371,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:J8 H:AKT8 D:AJ32 C:K64,S:976432 H:J4 D:Q86 C:AJ,S:AKT H:752 D:KT9 C:Q983,S:Q5 H:Q963 D:754 C:T752,16,8,12,4
1,8372,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:QJ87 H:A6 D:972 C:7653,S:63 H:KJ32 D:Q8643 C:82,S:952 H:Q987 D:AT5 C:AKT,S:AKT4 H:T54 D:KJ C:QJ94,7,6,13,14
1,8373,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q8 H:AQ97 D:Q73 C:AKJ9,S:K963 H:862 D:65 C:Q872,S:754 H:J43 D:AT98 C:653,S:AJT2 H:KT5 D:KJ42 C:T4,18,5,5,12
1,8374,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KJT3 H:8764 D:K94 C:J2,S:92 H:53 D:T8765 C:K976,S:AQ74 H:KQJ D:QJ C:AT83,S:865 H:AT92 D:A32 C:Q54,8,3,19,10
1,8375,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:J964 H:T84 D:Q6 C:T754,S:KT73 H:Q652 D:T87 C:QJ,S:AQ H:AKJ7 D:932 C:K982,S:852 H:93 D:AKJ54 C:A63,3,8,17,12
1,8376,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQ52 H:J842 D:K98 C:T8,S:AJ43 H:Q76 D:QT62 C:J7,S:876 H:AT93 D:A74 C:AQ3,S:T9 H:K5 D:J53 C:K96542,9,10,14,7
1,8377,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:8652 H:Q64 D:AQ82 C:A6,S:A H:AJT32 D:K953 C:T73,S:Q9 H:K98 D:T764 C:KJ84,S:KJT743 H:75 D:J C:Q952,12,12,9,7
1,8378,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:K94 H:T942 D:JT3 C:A76,S:A7 H:AJ6 D:A7542 C:KJ8,S:QJ63 H:Q7 D:KQ98 C:Q95,S:T852 H:K853 D:6 C:T432,8,17,12,3
1,8379,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AJ92 H:QJ9 D:J2 C:AJ95,S:T64 H:876 D:A76 C:KT73,S:K75 H:KT4 D:Q854 C:842,S:Q83 H:A532 D:KT93 C:Q6,14,7,8,11
1,8380,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q93 H:AK75 D:QT95 C:54,S:T74 H:63 D:A732 C:JT86,S:KJ85 H:T82 D:KJ8 C:AK3,S:A62 H:QJ94 D:64 C:Q972,11,5,15,9
1,8381,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:83 H:AQ2 D:K943 C:KQT6,S:K76 H:7653 D:AQ876 C:7,S:T952 H:J84 D:J52 C:AJ9,S:AQJ4 H:KT9 D:T C:85432,14,9,7,10
1,8382,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q83 H:A963 D:A63 C:632,S: H:KJT5 D:K984 C:QJ874,S:K962 H:87 D:QJT7 C:AK5,S:AJT754 H:Q42 D:52 C:T9,10,10,13,7
1,8383,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:972 H:AT72 D:K876 C:K2,S:AJ43 H:K65 D:92 C:AQ54,S:KQ6 H:QJ3 D:AT43 C:J76,S:T85 H:984 D:QJ5 C:T983,10,14,13,3
1,8384,3N -N,  6,490,690,2N -N,  6,240,240,6,10,250,450,S:AKT H:KJ2 D:A63 C:K953,S:J97652 H:T983 D:QT C:T,S:Q3 H:Q654 D:KJ74 C:A74,S:84 H:A7 D:9852 C:QJ862,18,3,12,7
1,8385,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A42 H:Q965 D:AJ2 C:652,S:T83 H:J D:Q9653 C:AKT7,S:QJ65 H:A82 D:KT87 C:94,S:K97 H:KT743 D:4 C:QJ83,11,10,10,9
1,8386,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:Q842 H:K73 D:9763 C:K3,S:963 H:85 D:K52 C:AQ987,S:K75 H:QJT D:AQJ8 C:542,S:AJT H:A9642 D:T4 C:JT6,8,9,13,10
1,8387,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:QJT9 H:T32 D:92 C:T872,S:862 H:QJ7 D:KJT86 C:A3,S:K4 H:A94 D:A743 C:KQJ9,S:A753 H:K865 D:Q5 C:654,3,11,17,9
1,8388,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:953 H:T832 D:K7 C:AKQ8,S:KT8 H:K4 D:8432 C:T765,S:AQJ7 H:J96 D:JT C:J932,S:642 H:AQ75 D:AQ965 C:4,12,6,10,12
1,8389,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:Q864 H:AT8 D:K854 C:KJ,S:A7 H:973 D:AJT C:AQ973,S:J3 H:KQ54 D:Q97 C:8642,S:KT952 H:J62 D:632 C:T5,13,15,8,4
1,8390,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:Q4 H:842 D:K742 C:T954,S:KJT3 H:J65 D:96 C:K876,S:A762 H:A73 D:QJ8 C:AQ3,S:985 H:KQT9 D:AT53 C:J2,5,8,17,10
1,8391,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:KQ95 H:KQ D:AKQ2 C:QT8,S:T763 H:864 D:T97 C:543,S:AJ82 H:T752 D:643 C:K6,S:4 H:AJ93 D:J85 C:AJ972,21,0,8,11
1,8392,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:KJ83 H:JT62 D:T9 C:T76,S:T72 H:75 D:A7432 C:J53,S:A54 H:KQ9 D:Q85 C:A984,S:Q96 H:A843 D:KJ6 C:KQ2,5,5,15,15
1,8393,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QJ97 H:A73 D:K97 C:T42,S:T5 H:J94 D:QJ842 C:AQ6,S:A432 H:85 D:A53 C:K875,S:K86 H:KQT62 D:T6 C:J93,10,10,11,9
1,8394,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J98 H:T4 D:AK92 C:AK62,S:A32 H:QJ97 D:Q43 C:JT5,S:KQ54 H:K652 D:T65 C:84,S:T76 H:A83 D:J87 C:Q973,15,10,8,7
1,8395,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q83 H:87 D:KJ85 C:AK65,S:T964 H:K943 D:3 C:J973,S:KJ75 H:QJ65 D:A4 C:T82,S:A2 H:AT2 D:QT9762 C:Q4,13,4,11,12
1,8396,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:T42 H:AQ62 D:QT87 C:T4,S:AQ76 H:JT543 D: C:Q962,S:K85 H:K98 D:A92 C:KJ87,S:J93 H:7 D:KJ6543 C:A53,8,9,14,9
1,8397,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:43 H:K852 D:Q542 C:AJ5,S:J985 H:AQT D:J3 C:8742,S:AK H:J76 D:AKT8 C:KQ63,S:QT762 H:943 D:976 C:T9,10,8,20,2
1,8398,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:974 H:K97 D:QJ96 C:J83,S:AKT H:QJ85 D:A8 C:A962,S:J8 H:A42 D:K752 C:KQT4,S:Q6532 H:T63 D:T43 C:75,7,18,13,2
